Vert_Group,Genus,Species,Common_name,Latitude,Longitude,Elevation,Year_final,Breeding_Cycle,Moult,Life_Stage,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,MajorStressPop,Male_A_Mean,fem_A_Mean,Male_BC_Mean,fem_BC_Mean,Male_SC_Mean,fem_SC_Mean,Ref_ID
Bird,Zonotrichia,leucophrys,White-crowned sparrow,37.5,-119.15,3000,2000,Breeding,,Prebreeding,Trap,Attractant,,3,60,,,,9.8,,56.4,,69
Bird,Zonotrichia,leucophrys,White-crowned sparrow,37.5,-119.15,3000,1997,Breeding,,Prebreeding,Trap,Attractant,,3,,,,,22.49,,,,69
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Nonbreeding,,Postbreeding,Trap,Passive,15,,,,,2.54,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Nonbreeding,,Postbreeding,Trap,Passive,15,,,,,3.19,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Nonbreeding,,Postbreeding,Trap,Passive,15,15,,,,3.69,,80.4,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,,10.12,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,,Trap,Passive,15,15,,,,10.26,,96.2,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,,12.4,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Nonbreeding,,Postbreeding,Trap,Passive,15,15,,,,15.03,,120.7,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,Prebreeding,Trap,Passive,15,15,,,9.94,21.8,56.6,75.6,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,,28.32,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,,Trap,Passive,15,15,,,,30.15,,71.5,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,,Trap,Passive,15,15,,,,37.16,,74.1,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,,44.31,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,4.25,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Nonbreeding,,Postbreeding,Trap,Passive,15,,,,4.73,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,Copulation,Trap,Passive,15,15,,,11.98,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,Copulation,Trap,Passive,15,15,,,37.81,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,41.76,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,Copulation,Trap,Passive,15,,,,56.89,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,59.66,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,Prebreeding,Trap,Passive,15,,,,91.37,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,1.54,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Nonbreeding,,Postbreeding,Trap,Passive,15,,,,1.54,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,Copulation,Trap,Passive,15,15,,,2.8,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,Copulation,Trap,Passive,15,15,,,6.41,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,Copulation,Trap,Passive,15,15,,,6.89,,89,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,8.43,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1982,Breeding,,,Trap,Passive,15,,,,9.59,,,,,,256
Fish,Catostomus,commersonii,White sucker,53.7,-114.3,731,1981,Breeding,,Copulation,Trap,Passive,15,15,,,,,58.6,,,,256
Fish,Centropomus,undecimalis,Common snook,27.716,-82.5613,0,2012,Breeding,,,Trap,Active,,,,,,0.13,,,,,622
Fish,Centropomus,undecimalis,Common snook,27.716,-82.5613,0,2012,Breeding,,,Trap,Active,,,,,,0.19,,,,,622
Fish,Sternopygus,macrurus,Longtail knifefish,11.043,-71.0596,0,1986,Breeding,,,Trap,Killed,15,,,,0.9,0.245,,,,,628
Fish,Centropomus,undecimalis,Common snook,27.716,-82.5613,0,2012,Breeding,,,Trap,Active,,,,,,0.25,,,,,622
Fish,Sternopygus,macrurus,Longtail knifefish,11.043,-71.0596,0,1989,Breeding,,,Trap,Killed,15,,,,1.69,0.91,,,,,628
Fish,Centropomus,undecimalis,Common snook,27.716,-82.5613,0,2012,Breeding,,,Trap,Active,,,,,,1.04,,,,,622
Fish,Sternopygus,macrurus,Longtail knifefish,11.043,-71.0596,0,1987,Breeding,,,Trap,Killed,15,,,,0.8,1.42,,,,,628
Fish,Centropomus,undecimalis,Common snook,27.716,-82.5613,0,2012,Breeding,,,Trap,Active,,,,,0.4057,,,,,,622
Fish,Centropomus,undecimalis,Common snook,27.716,-82.5613,0,2012,Breeding,,,Trap,Active,,,,,0.9029,,,,,,622
Fish,Centropomus,undecimalis,Common snook,27.716,-82.5613,0,2012,Breeding,,,Trap,Active,,,,,1.6457,,,,,,622
Fish,Sternopygus,macrurus,Longtail knifefish,11.043,-71.0596,0,1986,Breeding,,,Trap,Killed,15,,,,1.45,,,,,,628
Fish,Sternopygus,macrurus,Longtail knifefish,11.043,-71.0596,0,1987,Breeding,,,Trap,Killed,15,,,,1.48,,,,,,628
Fish,Sternopygus,macrurus,Longtail knifefish,11.043,-71.0596,0,1989,Breeding,,,Trap,Killed,15,,,,2.61,,,,,,628
Fish,Oncorhynchus,keta,Chum salmon,44.0706,145.2689,0,1988,Breeding,,Migration,Trap,Passive,,,,,,4.65,,,,,563
Fish,Oncorhynchus,keta,Chum salmon,44.0706,145.2689,0,1988,Breeding,,Migration,Trap,Passive,,,,,,5.58,,,,,563
Fish,Oncorhynchus,keta,Chum salmon,44.0706,145.2689,0,1988,Breeding,,Copulation,Trap,Passive,,,,,,18.17,,,,,563
Fish,Oncorhynchus,keta,Chum salmon,44.0706,145.2689,0,1988,Breeding,,Migration,Trap,Passive,,,,,25.32,,,,,,563
Fish,Oncorhynchus,keta,Chum salmon,44.0706,145.2689,0,1988,Breeding,,Migration,Trap,Passive,,,,,29.9,,,,,,563
Fish,Oncorhynchus,keta,Chum salmon,44.0706,145.2689,0,1988,Breeding,,Copulation,Trap,Passive,,,,,38.97,,,,,,563
Mammal,Octodon,degus,Degu,-33.3833,-70.5166,495,2007,Breeding,,,Trap,,,2,60,,,,61,15.55,,,491
Mammal,Octodon,degus,Degu,-33.3833,-70.5166,495,2007,Nonbreeding,,,Trap,,,2,60,,,,17,56.66,,,491
Bird,Streptopelia,decaocto,Collared dove,47.5135,19.0385,100,1978,Breeding,,Prebreeding,Shot,Active,,,,,,0.1345,,,,,148
Bird,Streptopelia,decaocto,Collared dove,47.5135,19.0385,100,1978,Breeding,,Young care,Shot,Active,,,,,0.4152,0.1436,,,,,148
Bird,Streptopelia,decaocto,Collared dove,47.5135,19.0385,100,1978,Nonbreeding,,,Shot,Active,,,,,0.1814,0.1599,,,,,148
Bird,Streptopelia,decaocto,Collared dove,47.5135,19.0385,100,1978,Breeding,,Prebreeding,Shot,Active,,,,,,0.192,,,,,148
Bird,Streptopelia,decaocto,Collared dove,47.5135,19.0385,100,1978,Nonbreeding,,,Shot,Active,,,,,0.2695,0.2518,,,,,148
Bird,Streptopelia,decaocto,Collared dove,47.5135,19.0385,100,1978,Breeding,,Young care,Shot,Active,,,,,0.4987,0.2664,,,,,148
Bird,Streptopelia,decaocto,Collared dove,47.5135,19.0385,100,1978,Breeding,,Prebreeding,Shot,Active,,,,,,0.3317,,,,,148
Bird,Psittacula,krameri,Indian rose-ringed parakeet,22.0333,73,20,1986,Breeding,,Postbreeding,Shot,Active,,,,,,0.556,,,,,137
Bird,Psittacula,krameri,Indian rose-ringed parakeet,22.0333,73,20,1986,Breeding,,,Shot,Active,,,,,,0.673,,,,,137
Bird,Psittacula,krameri,Indian rose-ringed parakeet,22.0333,73,20,1995,Breeding,,"Prebreeding, Courtship",Shot,Active,,,,,,0.676,,,,,137
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1974,Nonbreeding,,,Shot,Active,10,,,,0.0166,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1973,Nonbreeding,,,Shot,Active,10,,,,0.0318,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1973,Nonbreeding,,,Shot,Active,10,,,,0.0319,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1973,Nonbreeding,,,Shot,Active,10,,,,0.032,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1973,Nonbreeding,,,Shot,Active,10,,,,0.0321,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1973,Nonbreeding,,,Shot,Active,10,,,,0.0325,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1974,Breeding,,,Shot,Active,10,,,,0.1834,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1973,Breeding,,,Shot,Active,10,,,,0.2311,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1973,Breeding,,,Shot,Active,10,,,,0.2699,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1974,Breeding,,,Shot,Active,10,,,,0.2793,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1973,Breeding,,,Shot,Active,10,,,,0.4053,,,,,,124
Bird,Phalacrocorax,capensis,Cape cormorant,-22.6167,14.59,10,1973,Breeding,,,Shot,Active,10,,,,0.4129,,,,,,124
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Nonbreeding,,,Shot,Active,2,,,,0.2393,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Nonbreeding,,,Shot,Active,2,,,,0.3508,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Nonbreeding,Y,,Shot,Active,2,,,,0.3639,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Nonbreeding,,,Shot,Active,2,,,,0.423,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Breeding,Y,,Shot,Active,2,,,,0.4689,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Breeding,Y,,Shot,Active,2,,,,0.482,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Nonbreeding,Y,,Shot,Active,2,,,,0.5213,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Breeding,Y,,Shot,Active,2,,,,0.6066,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Breeding,Y,,Shot,Active,2,,,,0.8361,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Breeding,,,Shot,Active,2,,,,1.059,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Breeding,,,Shot,Active,2,,,,1.0787,,,,,,129
Bird,Ploceus,philippinus,Indian baya weaver,22.5169,73,40,1983,Breeding,,,Shot,Active,2,,,,1.5638,,,,,,129
Bird,Psittacula,krameri,Indian rose-ringed parakeet,22.5015,73,40,1985,Breeding,,,Shot,Active,,,,,0.534,,,,,,136
Bird,Psittacula,krameri,Indian rose-ringed parakeet,22.5015,73,40,1984,Breeding,,"Prebreeding, Courtship",Shot,Active,,,,,0.684,,,,,,136
Bird,Psittacula,krameri,Indian rose-ringed parakeet,22.5015,73,40,1985,Breeding,,Postbreeding,Shot,Active,,,,,0.929,,,,,,136
Bird,Streptopelia,decaocto,Collared dove,47.5135,19.0385,100,1978,Breeding,,Courtship,Shot,Active,,,,,2.092,,,,,,148
Bird,Corvus,frugilegus,Rook,57.15,-2.11,65,1975,Nonbreeding,,Postbreeding,Shot,,,,,,0.03,,,,,,155
Bird,Corvus,frugilegus,Rook,57.15,-2.11,65,1975,Nonbreeding,,Postbreeding,Shot,,,,,,0.04,,,,,,155
Bird,Corvus,frugilegus,Rook,57.15,-2.11,65,1975,Breeding,,Prebreeding,Shot,,,,,,0.11,,,,,,155
Bird,Corvus,frugilegus,Rook,57.15,-2.11,65,1975,Nonbreeding,,Postbreeding,Shot,,,,,,0.12,,,,,,155
Bird,Corvus,frugilegus,Rook,57.15,-2.11,65,1975,Breeding,,Prebreeding,Shot,,,,,,0.23,,,,,,155
Bird,Corvus,frugilegus,Rook,57.15,-2.11,65,1975,Breeding,,,Shot,,,,,,1.42,,,,,,155
Bird,Corvus,frugilegus,Rook,57.15,-2.11,65,1975,Breeding,,,Shot,,,,,,3.44,,,,,,155
Mammal,Procavia,capensis,Rock hyrax,-1,37,1560,1971,Nonbreeding,,,Shot,,3,,,,5.3,,,,,,240
Mammal,Procavia,capensis,Rock hyrax,-1,37,1560,1971,Breeding,,,Shot,,3,,,,27.1,,,,,,240
Mammal,Hystrix,africaeaustralis,Cape porcupine,-30.4167,26.2,1320,1982,Breeding,,,Shot,Killed, ,,,,0.97,,,,,,227
Mammal,Hystrix,africaeaustralis,Cape porcupine,-30.4167,26.2,1320,1982,Breeding,,,Shot,Killed, ,,,,1.52,,,,,,227
Mammal,Hystrix,africaeaustralis,Cape porcupine,-30.4167,26.2,1320,1982,Breeding,,,Shot,Killed, ,,,,2.01,,,,,,227
Mammal,Hystrix,africaeaustralis,Cape porcupine,-30.4167,26.2,1320,1982,Breeding,,,Shot,Killed, ,,,,2.13,,,,,,227
Mammal,Hystrix,africaeaustralis,Cape porcupine,-30.4167,26.2,1320,1982,Breeding,,,Shot,Killed, ,,,,2.36,,,,,,227
Mammal,Hystrix,africaeaustralis,Cape porcupine,-30.4167,26.2,1320,1982,Breeding,,,Shot,Killed, ,,,,2.49,,,,,,227
Mammal,Hystrix,africaeaustralis,Cape porcupine,-30.4167,26.2,1320,1982,Breeding,,,Shot,Killed, ,,,,3.19,,,,,,227
Mammal,Hystrix,africaeaustralis,Cape porcupine,-30.4167,26.2,1320,1982,Breeding,,,Shot,Killed, ,,,,3.25,,,,,,227
Mammal,Hystrix,africaeaustralis,Cape porcupine,-30.4167,26.2,1320,1982,Breeding,,,Shot,Killed, ,,,,3.29,,,,,,227
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1973,,,,Trap,Active,,,,,0.186,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1974,,,,Trap,Active,,,,,0.209,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1973,,,,Trap,Active,,,,,0.21,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1973,,,,Trap,Active,,,,,0.225,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1973,Breeding,,Courtship,Trap,Active,,,,,0.25,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1974,,,,Trap,Active,,,,,0.319,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1974,,,,Trap,Active,,,,,1.064,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1974,,,,Trap,Active,,,,,1.173,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1974,,,,Trap,Active,,,,,1.308,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1973,Nonbreeding,Y,,Trap,Active,,,,,,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1974,Nonbreeding,Y,,Trap,Active,,,,,,,,,,,138
Bird,Somateria,mollissima,Common eider,57.3256,-1.9909,10,1974,Nonbreeding,Y,,Trap,Active,,,,,,,,,,,138
Reptile,Crotalus,atrox,Western diamond-backed rattlesnake,32.22,-110,850,2003,Nonbreeding,,,Noose,Active,5,,,,16.8698,,,,,,383
Reptile,Crotalus,atrox,Western diamond-backed rattlesnake,32.22,-110,850,2003,Nonbreeding,,,Noose,Active,5,,,,26.5152,,,,,,383
Reptile,Crotalus,atrox,Western diamond-backed rattlesnake,32.22,-110,850,2003,Nonbreeding,,,Noose,Active,5,,,,32.6976,,,,,,383
Reptile,Crotalus,atrox,Western diamond-backed rattlesnake,32.22,-110,850,2003,Nonbreeding,,,Noose,Active,5,,,,33.4916,,,,,,383
Bird,Larus,hyperboreus,Glaucous gull,74.35,19.0833,200,2006,Breeding,,Incubation,Trap,Active,,5,30,,,,8.991,8.636,31.2,37.15,310
Fish,Oncorhynchus,nerka,Sockeye salmon,49.3,-124.9,0,,Breeding,,"Prebreeding, Migration",Shot,Passive,,5,,,,,15.52,52.1,,,439
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1981,Nonbreeding,Y,,Trap,Active,,,,,0.2003,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1981,Nonbreeding,Y,,Trap,Active,,,,,0.2022,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Nonbreeding,Y,,Trap,Active,,,,,0.2397,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1981,Nonbreeding,Y,,Trap,Active,,,,,0.2615,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Nonbreeding,Y,,Trap,Active,,,,,0.2621,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1981,Breeding,Y,,Trap,Active,,,,,0.2984,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1983,Breeding,Y,,Trap,Active,,,,,0.3444,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Breeding,Y,,Trap,Active,,,,,0.3643,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Breeding,Y,,Trap,Active,,,,,0.4013,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Breeding,Y,,Trap,Active,,,,,0.4612,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Breeding,Y,,Trap,Active,,,,,0.6416,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Breeding,Y,,Trap,Active,,,,,0.6966,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Breeding,,,Trap,Active,,,,,0.7584,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Breeding,,,Trap,Active,,,,,0.7929,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Nonbreeding,Y,,Trap,Active,,,,,0.7979,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Breeding,Y,,Trap,Active,,,,,0.8988,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1982,Breeding,Y,,Trap,Active,,,,,0.9346,,,,,,143
Bird,Passer,motitensis,Rufous sparrow,-0.25,36,2015,1981,Breeding,Y,,Trap,Active,,,,,1.1011,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Nonbreeding,Y,,Trap,Active,,,,,0.1983,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1981,,,,Trap,Active,,,,,0.1993,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Nonbreeding,Y,,Trap,Active,,,,,0.2005,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1981,,,,Trap,Active,,,,,0.2015,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Nonbreeding,Y,,Trap,Active,,,,,0.2027,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1983,Nonbreeding,Y,,Trap,Active,,,,,0.2027,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Nonbreeding,Y,,Trap,Active,,,,,0.2078,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1981,,,,Trap,Active,,,,,0.2619,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Nonbreeding,Y,,Trap,Active,,,,,0.269,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Nonbreeding,Y,,Trap,Active,,,,,0.2888,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Breeding,,,Trap,Active,,,,,0.3085,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1981,,,,Trap,Active,,,,,0.3158,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Breeding,,,Trap,Active,,,,,0.3234,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1981,,,,Trap,Active,,,,,0.3971,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Breeding,,,Trap,Active,,,,,0.4117,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1981,,,,Trap,Active,,,,,0.4827,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Breeding,,,Trap,Active,,,,,0.5237,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Breeding,,,Trap,Active,,,,,0.6362,,,,,,143
Bird,Ploceus,baglafecht,Reichenow's weaver,-0.25,36,2015,1982,Breeding,,,Trap,Active,,,,,0.8268,,,,,,143
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,Postbreeding,Trap,"Active, Attractant",16,,,,0.3069,0.0884,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Nonbreeding,Y,,Trap,"Active, Attractant",16,,,,0.1159,0.1064,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,Postbreeding,Trap,"Active, Attractant",16,,,,1.2873,0.1114,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Nonbreeding,Y,,Trap,"Active, Attractant",16,,,,0.1371,0.1595,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,"Prebreeding, Laying ",Trap,"Active, Attractant",16,,,,1.2751,0.1634,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,Incubation,Trap,"Active, Attractant",16,,,,1.2949,0.2077,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,,Trap,"Active, Attractant",16,,,,1.4228,0.2227,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,Young care,Trap,"Active, Attractant",16,,,,1.1039,0.323,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,Young care,Trap,"Active, Attractant",16,,,,1.7459,0.4108,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,Prebreeding,Trap,"Active, Attractant",16,,,,1.3524,0.6365,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,"Prebreeding, Laying",Trap,"Active, Attractant",16,,,,2.8503,0.6998,,,,,131
Bird,Saxicola,torquatus,Stonechat,51.7836,6.0166,15,1993,Breeding,,Incubation,Trap,"Active, Attractant",16,,,,1.2297,,,,,,131
Bird,Saxicola,torquatus,Stonechat,-0.646,36.0544,2500,2002,Nonbreeding,Y,,Trap,"Active, Attractant",12,12,,,0.1092,,8.52,,,,130
Bird,Saxicola,torquatus,Stonechat,-0.646,36.0544,2500,2003,Breeding,,Young care,Trap,"Active, Attractant",20,20,,,0.3179,,10.31,,,,130
Bird,Saxicola,torquatus,Stonechat,-0.646,36.0544,2500,2003,Breeding,,Prebreeding,Trap,"Active, Attractant",23,23,,,0.4723,,7.02,,,,130
Bird,Saxicola,torquatus,Stonechat,-0.646,36.0544,2500,2003,Breeding,,Incubation,Trap,"Active, Attractant",9,9,,,0.5517,,7.75,,,,130
Bird,Saxicola,torquatus,Stonechat,-0.646,36.0544,2500,2003,Breeding,,"Prebreeding, Laying",Trap,"Active, Attractant",15,15,,,2.8018,,17.88,,,,130
Bird,Saxicola,torquatus,Stonechat,-0.25,36,2015,1983,Breeding,,Postbreeding,Trap,,,,,,0.88,,,,,,144
Bird,Saxicola,torquatus,Stonechat,-0.25,36,2015,1983,Breeding,,Young care,Trap,,,,,,1.24,,,,,,144
Bird,Saxicola,torquatus,Stonechat,-0.25,36,2015,1983,Breeding,,Incubation,Trap,,,,,,1.64,,,,,,144
Bird,Saxicola,torquatus,Stonechat,-0.25,36,2015,1983,Breeding,,Prebreeding,Trap,,,,,,1.8,,,,,,144
Bird,Phalaropus,fulicarius,Red phalarope,63.987,-81.697,0,2010,Breeding,,"Prebreeding, Courtship",Trap,Active,,4,30,,,,18.74,25.97,87.84,108.75,21
Bird,Calidris,fuscicollis,White-rumped sandpiper,63.987,-81.697,0,2010,Breeding,,"Prebreeding, Courtship",Trap,Active,,4,30,,,,24.66,,72.04,,21
Fish,Huso,huso,Beluga/giant sturgeon,45.5,49.5,0,,Nonbreeding,,,Trap,Passive,30,,,,,0.1,,,,,19
Fish,Huso,huso,Beluga/giant sturgeon,45.5,49.5,0,,Nonbreeding,,,Trap,Passive,30,,,,UND,0.1,,,,,19
Fish,Huso,huso,Beluga/giant sturgeon,45.5,49.5,0,,Nonbreeding,,,Trap,Passive,30,,,,0.7,0.3,,,,,19
Fish,Acipenser,gueldenstaedtii,Russian sturgeon,45.5,49.5,0,,Nonbreeding,,,Trap,Passive,30,,,,4.03,4.9,,,,,19
Fish,Acipenser,gueldenstaedtii,Russian sturgeon,45.5,49.5,0,,Nonbreeding,,,Trap,Passive,30,,,,,4.9,,,,,19
Fish,Acipenser,stellatus,Stellate sturgeon,45.5,49.5,0,,Nonbreeding,,,Trap,Passive,30,,,,13.5,9.4,,,,,19
Fish,Acipenser,gueldenstaedtii,Russian sturgeon,45.5,49.5,0,,Nonbreeding,,,Trap,Passive,30,,,,12.8,11.5,,,,,19
Fish,Acipenser,stellatus,Stellate sturgeon,45.5,49.5,0,,Nonbreeding,,,Trap,Passive,30,,,,,19.5,,,,,19
Bird,Ficedula,hypoleuca,Pied flycatcher,61.2,22.1,38,1999,Breeding,,Young care,Trap,Active,,11,,,,,18.866,,,,94
